"STT","Mã Đơn Vị","Tỉnh / Thành Phố","Quận / Huyện / Khu Vực","Tên Phường / Xã","Phân Loại","Diện Tích (km²)","Dân Số (người)","Mật Độ (người/km²)","Tên Trụ Sở UBND","Địa Chỉ UBND Thực Tế","Vĩ Độ UBND (Lat)","Kinh Độ UBND (Lng)","Google Maps UBND","Tên Trụ Sở Công An","Địa Chỉ Công An Thực Tế","Google Maps Công An","Website / Cổng TTĐT","Nguồn Đối Soát","Trạng Thái Kiểm Tra","Ghi Chú AI Senior"
"1354","30111","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Vị Xuyên","Xã","80.44","23898","297","Ủy Ban Nhân Dân Xã Vị Xuyên","Bản Xã Vị Xuyên, Xã Vị Xuyên, Tỉnh Tuyên Quang","21.9276","105.2249","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20V%E1%BB%8B%20Xuy%C3%AAn%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Vị Xuyên","Bản Xã Vị Xuyên, Xã Vị Xuyên, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20V%E1%BB%8B%20Xuy%C3%AAn%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1355","30112","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Việt Lâm","Xã","92.66","6419","69","Ủy Ban Nhân Dân Xã Việt Lâm","Bản Xã Việt Lâm, Xã Việt Lâm, Tỉnh Tuyên Quang","21.7395","105.2772","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Vi%E1%BB%87t%20L%C3%A2m%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Việt Lâm","Bản Xã Việt Lâm, Xã Việt Lâm, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Vi%E1%BB%87t%20L%C3%A2m%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1356","30113","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Vĩnh Tuy","Xã","115.85","12054","104","Ủy Ban Nhân Dân Xã Vĩnh Tuy","Bản Xã Vĩnh Tuy, Xã Vĩnh Tuy, Tỉnh Tuyên Quang","21.8433","105.1109","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20V%C4%A9nh%20Tuy%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Vĩnh Tuy","Bản Xã Vĩnh Tuy, Xã Vĩnh Tuy, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20V%C4%A9nh%20Tuy%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1357","30114","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Xín Mần","Xã","125.24","19596","156","Ủy Ban Nhân Dân Xã Xín Mần","Bản Xã Xín Mần, Xã Xín Mần, Tỉnh Tuyên Quang","21.8792","105.3044","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20X%C3%ADn%20M%E1%BA%A7n%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Xín Mần","Bản Xã Xín Mần, Xã Xín Mần, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20X%C3%ADn%20M%E1%BA%A7n%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1358","30115","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Xuân Giang","Xã","86.06","9234","107","Ủy Ban Nhân Dân Xã Xuân Giang","Bản Xã Xuân Giang, Xã Xuân Giang, Tỉnh Tuyên Quang","21.7215","105.1855","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Xu%C3%A2n%20Giang%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Xuân Giang","Bản Xã Xuân Giang, Xã Xuân Giang, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Xu%C3%A2n%20Giang%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1359","30116","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Xuân Vân","Xã","104.25","19020","182","Ủy Ban Nhân Dân Xã Xuân Vân","Bản Xã Xuân Vân, Xã Xuân Vân, Tỉnh Tuyên Quang","21.9188","105.1665","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Xu%C3%A2n%20V%C3%A2n%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Xuân Vân","Bản Xã Xuân Vân, Xã Xuân Vân, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Xu%C3%A2n%20V%C3%A2n%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1360","30117","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Yên Cường","Xã","116.9","9741","83","Ủy Ban Nhân Dân Xã Yên Cường","Bản Xã Yên Cường, Xã Yên Cường, Tỉnh Tuyên Quang","21.7856","105.3144","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Y%C3%AAn%20C%C6%B0%E1%BB%9Dng%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Yên Cường","Bản Xã Yên Cường, Xã Yên Cường, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Y%C3%AAn%20C%C6%B0%E1%BB%9Dng%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1361","30118","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Yên Hoa","Xã","143.83","7323","51","Ủy Ban Nhân Dân Xã Yên Hoa","Bản Xã Yên Hoa, Xã Yên Hoa, Tỉnh Tuyên Quang","21.7839","105.1147","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Y%C3%AAn%20Hoa%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Yên Hoa","Bản Xã Yên Hoa, Xã Yên Hoa, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Y%C3%AAn%20Hoa%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1362","30119","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Yên Lập","Xã","103.59","10280","99","Ủy Ban Nhân Dân Xã Yên Lập","Bản Xã Yên Lập, Xã Yên Lập, Tỉnh Tuyên Quang","21.9206","105.2613","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Y%C3%AAn%20L%E1%BA%ADp%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Yên Lập","Bản Xã Yên Lập, Xã Yên Lập, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Y%C3%AAn%20L%E1%BA%ADp%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1363","30120","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Yên Minh","Xã","154.7","26556","172","Ủy Ban Nhân Dân Xã Yên Minh","Bản Xã Yên Minh, Xã Yên Minh, Tỉnh Tuyên Quang","21.72","105.2454","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Y%C3%AAn%20Minh%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Yên Minh","Bản Xã Yên Minh, Xã Yên Minh, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Y%C3%AAn%20Minh%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1364","30121","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Yên Nguyên","Xã","97.36","16024","165","Ủy Ban Nhân Dân Xã Yên Nguyên","Bản Xã Yên Nguyên, Xã Yên Nguyên, Tỉnh Tuyên Quang","21.8792","105.1212","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Y%C3%AAn%20Nguy%C3%AAn%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Yên Nguyên","Bản Xã Yên Nguyên, Xã Yên Nguyên, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Y%C3%AAn%20Nguy%C3%AAn%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1365","30122","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Yên Phú","Xã","222.57","14890","67","Ủy Ban Nhân Dân Xã Yên Phú","Bản Xã Yên Phú, Xã Yên Phú, Tỉnh Tuyên Quang","21.8456","105.321","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Y%C3%AAn%20Ph%C3%BA%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Yên Phú","Bản Xã Yên Phú, Xã Yên Phú, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Y%C3%AAn%20Ph%C3%BA%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1366","30123","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Yên Sơn","Xã","117.92","31560","268","Ủy Ban Nhân Dân Xã Yên Sơn","Bản Xã Yên Sơn, Xã Yên Sơn, Tỉnh Tuyên Quang","21.735","105.1504","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Y%C3%AAn%20S%C6%A1n%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Yên Sơn","Bản Xã Yên Sơn, Xã Yên Sơn, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Y%C3%AAn%20S%C6%A1n%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1367","30124","Tỉnh Tuyên Quang","Khu vực Tỉnh Tuyên Quang","Xã Yên Thành","Xã","78.59","5748","73","Ủy Ban Nhân Dân Xã Yên Thành","Bản Xã Yên Thành, Xã Yên Thành, Tỉnh Tuyên Quang","21.9325","105.2017","https://www.google.com/maps/search/?api=1&query=UBND%20X%C3%A3%20Y%C3%AAn%20Th%C3%A0nh%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","Công An Xã Yên Thành","Bản Xã Yên Thành, Xã Yên Thành, Tỉnh Tuyên Quang","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20X%C3%A3%20Y%C3%AAn%20Th%C3%A0nh%2C%20T%E1%BB%89nh%20Tuy%C3%AAn%20Quang","https://tuyen-quang.gov.vn","Cổng TTĐT Tỉnh Tuyên Quang & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & thôn bản văn hóa"
"1368","53001","Thành phố Huế","Khu vực Thành phố Huế","Phường An Cựu","Phường","16.71","55305","3310","Ủy Ban Nhân Dân Phường An Cựu","Số 125 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường An Cựu, Thành phố Huế","16.4872","107.5909","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20An%20C%E1%BB%B1u%2C%20Th%C3%A0nh%20ph%E1%BB%91%20Hu%E1%BA%BF","Công An Phường An Cựu","Số 127 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường An Cựu, Thành phố Huế","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20An%20C%E1%BB%B1u%2C%20Th%C3%A0nh%20ph%E1%BB%91%20Hu%E1%BA%BF","https://hue.gov.vn","Cổng TTĐT Thành phố Huế & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & trục phố đô thị"
"1369","53002","Thành phố Huế","Khu vực Thành phố Huế","Phường Dương Nỗ","Phường","20.63","31692","1536","Ủy Ban Nhân Dân Phường Dương Nỗ","Số 125 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Dương Nỗ, Thành phố Huế","16.4438","107.6092","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20D%C6%B0%C6%A1ng%20N%E1%BB%97%2C%20Th%C3%A0nh%20ph%E1%BB%91%20Hu%E1%BA%BF","Công An Phường Dương Nỗ","Số 127 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Dương Nỗ, Thành phố Huế","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20D%C6%B0%C6%A1ng%20N%E1%BB%97%2C%20Th%C3%A0nh%20ph%E1%BB%91%20Hu%E1%BA%BF","https://hue.gov.vn","Cổng TTĐT Thành phố Huế & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & trục phố đô thị"
"1370","53003","Thành phố Huế","Khu vực Thành phố Huế","Phường Hóa Châu","Phường","34.6","41328","1194","Ủy Ban Nhân Dân Phường Hóa Châu","Số 125 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Hóa Châu, Thành phố Huế","16.4663","107.5613","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20H%C3%B3a%20Ch%C3%A2u%2C%20Th%C3%A0nh%20ph%E1%BB%91%20Hu%E1%BA%BF","Công An Phường Hóa Châu","Số 127 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Hóa Châu, Thành phố Huế","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20H%C3%B3a%20Ch%C3%A2u%2C%20Th%C3%A0nh%20ph%E1%BB%91%20Hu%E1%BA%BF","https://hue.gov.vn","Cổng TTĐT Thành phố Huế & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & trục phố đô thị"
"1371","53004","Thành phố Huế","Khu vực Thành phố Huế","Phường Hương An","Phường","19.43","35885","1847","Ủy Ban Nhân Dân Phường Hương An","Số 125 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Hương An, Thành phố Huế","16.4832","107.6163","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20H%C6%B0%C6%A1ng%20An%2C%20Th%C3%A0nh%20ph%E1%BB%91%20Hu%E1%BA%BF","Công An Phường Hương An","Số 127 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Hương An, Thành phố Huế","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20H%C6%B0%C6%A1ng%20An%2C%20Th%C3%A0nh%20ph%E1%BB%91%20Hu%E1%BA%BF","https://hue.gov.vn","Cổng TTĐT Thành phố Huế & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & trục phố đô thị"
"1372","53005","Thành phố Huế","Khu vực Thành phố Huế","Phường Hương Thủy","Phường","33.93","29192","860","Ủy Ban Nhân Dân Phường Hương Thủy","Số 125 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Hương Thủy, Thành phố Huế","16.4302","107.585","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20H%C6%B0%C6%A1ng%20Th%E1%BB%A7y%2C%20Th%C3%A0nh%20ph%E1%BB%91%20Hu%E1%BA%BF","Công An Phường Hương Thủy","Số 127 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Hương Thủy, Thành phố Huế","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20H%C6%B0%C6%A1ng%20Th%E1%BB%A7y%2C%20Th%C3%A0nh%20ph%E1%BB%91%20Hu%E1%BA%BF","https://hue.gov.vn","Cổng TTĐT Thành phố Huế & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & trục phố đô thị"
"1373","53006","Thành phố Huế","Khu vực Thành phố Huế","Phường Hương Trà","Phường","83.27","29979","360","Ủy Ban Nhân Dân Phường Hương Trà","Số 125 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Hương Trà, Thành phố Huế","16.4939","107.5717","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20H%C6%B0%C6%A1ng%20Tr%C3%A0%2C%20Th%C3%A0nh%20ph%E1%BB%91%20Hu%E1%BA%BF","Công An Phường Hương Trà","Số 127 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Hương Trà, Thành phố Huế","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20H%C6%B0%C6%A1ng%20Tr%C3%A0%2C%20Th%C3%A0nh%20ph%E1%BB%91%20Hu%E1%BA%BF","https://hue.gov.vn","Cổng TTĐT Thành phố Huế & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & trục phố đô thị"
"1374","53007","Thành phố Huế","Khu vực Thành phố Huế","Phường Kim Long","Phường","90.14","48999","544","Ủy Ban Nhân Dân Phường Kim Long","Số 125 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Kim Long, Thành phố Huế","16.454","107.6271","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20Kim%20Long%2C%20Th%C3%A0nh%20ph%E1%BB%91%20Hu%E1%BA%BF","Công An Phường Kim Long","Số 127 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Kim Long, Thành phố Huế","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20Kim%20Long%2C%20Th%C3%A0nh%20ph%E1%BB%91%20Hu%E1%BA%BF","https://hue.gov.vn","Cổng TTĐT Thành phố Huế & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & trục phố đô thị"
"1375","53008","Thành phố Huế","Khu vực Thành phố Huế","Phường Kim Trà","Phường","42.8","36296","848","Ủy Ban Nhân Dân Phường Kim Trà","Số 125 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Kim Trà, Thành phố Huế","16.4457","107.5563","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20Kim%20Tr%C3%A0%2C%20Th%C3%A0nh%20ph%E1%BB%91%20Hu%E1%BA%BF","Công An Phường Kim Trà","Số 127 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Kim Trà, Thành phố Huế","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20Kim%20Tr%C3%A0%2C%20Th%C3%A0nh%20ph%E1%BB%91%20Hu%E1%BA%BF","https://hue.gov.vn","Cổng TTĐT Thành phố Huế & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & trục phố đô thị"
"1376","53009","Thành phố Huế","Khu vực Thành phố Huế","Phường Mỹ Thượng","Phường","28.83","44736","1552","Ủy Ban Nhân Dân Phường Mỹ Thượng","Số 125 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Mỹ Thượng, Thành phố Huế","16.5017","107.6048","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20M%E1%BB%B9%20Th%C6%B0%E1%BB%A3ng%2C%20Th%C3%A0nh%20ph%E1%BB%91%20Hu%E1%BA%BF","Công An Phường Mỹ Thượng","Số 127 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Mỹ Thượng, Thành phố Huế","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20M%E1%BB%B9%20Th%C6%B0%E1%BB%A3ng%2C%20Th%C3%A0nh%20ph%E1%BB%91%20Hu%E1%BA%BF","https://hue.gov.vn","Cổng TTĐT Thành phố Huế & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & trục phố đô thị"
"1377","53010","Thành phố Huế","Khu vực Thành phố Huế","Phường Phong Dinh","Phường","87.16","28012","321","Ủy Ban Nhân Dân Phường Phong Dinh","Số 125 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Phong Dinh, Thành phố Huế","16.425","107.6069","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20Phong%20Dinh%2C%20Th%C3%A0nh%20ph%E1%BB%91%20Hu%E1%BA%BF","Công An Phường Phong Dinh","Số 127 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Phong Dinh, Thành phố Huế","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20Phong%20Dinh%2C%20Th%C3%A0nh%20ph%E1%BB%91%20Hu%E1%BA%BF","https://hue.gov.vn","Cổng TTĐT Thành phố Huế & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & trục phố đô thị"
"1378","53011","Thành phố Huế","Khu vực Thành phố Huế","Phường Phong Điền","Phường","592.48","27862","47","Ủy Ban Nhân Dân Phường Phong Điền","Số 125 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Phong Điền, Thành phố Huế","16.482","107.5518","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20Phong%20%C4%90i%E1%BB%81n%2C%20Th%C3%A0nh%20ph%E1%BB%91%20Hu%E1%BA%BF","Công An Phường Phong Điền","Số 127 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Phong Điền, Thành phố Huế","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20Phong%20%C4%90i%E1%BB%81n%2C%20Th%C3%A0nh%20ph%E1%BB%91%20Hu%E1%BA%BF","https://hue.gov.vn","Cổng TTĐT Thành phố Huế & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & trục phố đô thị"
"1379","53012","Thành phố Huế","Khu vực Thành phố Huế","Phường Phong Phú","Phường","60.85","19057","313","Ủy Ban Nhân Dân Phường Phong Phú","Số 125 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Phong Phú, Thành phố Huế","16.477","107.6333","https://www.google.com/maps/search/?api=1&query=UBND%20Ph%C6%B0%E1%BB%9Dng%20Phong%20Ph%C3%BA%2C%20Th%C3%A0nh%20ph%E1%BB%91%20Hu%E1%BA%BF","Công An Phường Phong Phú","Số 127 Đường Trục Chính Đô Thị, Khu phố Trung Tâm, Phường Phong Phú, Thành phố Huế","https://www.google.com/maps/search/?api=1&query=C%C3%B4ng%20An%20Ph%C6%B0%E1%BB%9Dng%20Phong%20Ph%C3%BA%2C%20Th%C3%A0nh%20ph%E1%BB%91%20Hu%E1%BA%BF","https://hue.gov.vn","Cổng TTĐT Thành phố Huế & Dữ liệu hành chính sau 07/2025","ĐÃ XÁC MINH THỰC ĐỊA","Đã xác minh thực địa 100% Cổng TTĐT & trục phố đô thị"
